EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
010704932,BACKPACKS FOR KIDS FOUNDATION,% PATRICIA MURPHY,25 WHITING RD,DOVER,MA,02030-2452,0000,03,3,1000,200301,1,15,000000000,2,01,202412,2,2,02,0,12,11500,21748,21748,P58,
010710619,WESTWOOD MONTESSORI SCHOOL INC,% FAYE LUNDBERG,738 HIGH ST,WESTWOOD,MA,02090-2503,0000,03,3,2000,200210,1,11,000000000,1,01,202506,4,5,01,0,06,264352,526393,526393,B21,
010711756,JERICHO CIRCLE PROJECT INC,% STEVEN SPITZER,160 ALEWIFE BROOK PARKWAY 1102,CAMBRIDGE,MA,02138-1102,0000,03,3,1000,200207,1,16,000000000,1,01,202412,3,3,01,0,12,40531,93919,93919,I40,
010715375,METROWEST MEDICAL CENTER MEDICAL STAFF INC,% DONALD WADAMS,CO D ADAMS 57 SNOW CREEK DRIVE,HYANNIS,MA,02601-0000,0000,04,3,2000,200212,2,00,000000000,1,01,202412,4,4,01,0,12,424784,342115,342115,E60,
010719847,SONS OF ITALY IN AMERICA,% ELAINE FRANGENTE,33 WEDGEWOOD DR,LAWRENCE,MA,01843-3672,3610,08,9,1000,194106,1,00,000000000,5,01,202412,0,0,02,0,12,0,0,0,,2026 LAWRENCE LADIES
010722905,NORTH ATTLEBORO SWIMMING,% AMY PARLON,1 WILLSON WEST WHITTY WAY,NORTH ATTLEBORO,MA,02760-0000,0000,03,3,1000,202302,1,15,000000000,5,01,202412,0,0,02,0,12,0,0,0,B11,
010724916,CHURCH OF GOD IN CHRIST,% ROY OWENS,2 OTISFIELD ST,DORCHESTER,MA,02121-1820,1969,03,9,7000,196901,1,10,000000000,1,01,,0,0,06,0,12,,,,,WALTHALL CHAPEL
010724924,FRENCH PARK FUND INC,% HILARY PENGLASE,223 EGREMONT PLAIN RD,EGREMONT,MA,01230-2284,0000,03,3,1000,200209,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,S99,
010726924,LOAVES & FISHES FOOD PANTRY INC,,PO BOX 1,AYER,MA,01432-0001,0000,03,3,1000,200210,1,15,000000000,1,01,202506,6,6,01,0,06,4502804,2321961,2275184,P60,
010731280,SUDBURY YOUTH BASKETBALL,% WENDY POLAND,PO BOX 887,SUDBURY,MA,01776-0887,0000,03,3,1000,200309,1,16,000000000,1,01,202506,4,4,01,0,06,214509,278735,278735,O50,
010733873,CHEVALIER THEATRE ORGAN SOCIETY,% MICHAEL CERULLO,93 MITCHELL AVE,MEDFORD,MA,02155-1710,0000,03,3,1200,200307,1,16,000000000,1,01,202412,2,2,02,0,12,15179,19925,19925,A65,
010734139,NEWTON NORTH HIGH SCHOOL PARENT TEACHER STUDENT ORGANIZATION,,457 WALNUT ST,NEWTON,MA,02460-2224,0000,03,3,2000,200302,1,15,000000000,5,01,202507,4,4,01,0,07,275405,111395,111395,B94,
010734150,FRIENDS OF THE COMMONWEALTH MUSEUM INC,% STEPHEN KENNEY,220 MORRISSEY BLVD COLUMBIA POINT,BOSTON,MA,02125-0000,0000,03,3,2000,200208,1,17,000000000,1,01,202412,1,3,02,0,12,1,29000,29000,A11,
010734342,CRAIG DEGISO MEMORIAL SCHOLARSHIP FUND INC,% DBM TECH SALES,3 LECLAIR DR,HINGHAM,MA,02043-4872,0000,03,3,1200,200403,1,16,000000000,1,01,202509,2,0,02,0,09,10918,0,0,B82,
010736265,HAMPDEN PTO,% AMY SHANK,38 NORTH RD,HAMPDEN,MA,01036-9122,0000,03,3,1200,202407,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,B94,
010737533,WHITCOMB SCHOOL PTO INC,% ELIZABETH SEYMOUR,25 UNION ST,MARLBOROUGH,MA,01752-2331,0000,03,3,1200,200307,1,16,000000000,1,01,202306,1,1,02,0,06,7586,7805,2515,B94,
010737537,RICHER ELEMENTARY SCHOOL PTO INC,% TERRI PHALEN,80 FOLEY RD,MARLBOROUGH,MA,01752-1922,0000,03,3,1000,200301,1,15,000000000,1,01,202506,0,0,02,0,06,0,0,0,B94,
010739760,CHERISH THE CHILDREN THE KAREN D EON FUND,% LAURIE KASSIER,330 LYNNWAY,LYNN,MA,01901-1706,0000,03,3,1000,200503,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,P58,
010747810,COMMISSIONERS COUNCIL INC,% PAUL YASI,TWO SALEM GREEN,SALEM,MA,01970-3725,0000,03,3,1200,200211,1,04,000000000,1,01,202412,1,1,00,1,12,6020,36,,T20,
010749726,LIVER INSTITUTE & FOUNDATION FOR EDUC & RESEARCH NJ NON-PROFIT CORP,% NEZAM AFDHAL M D,59 CONSTELLATION WHARF,CHARLESTOWN,MA,02129-4227,0000,03,3,2000,200307,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,G40,
010752786,G ZACHARY GUND FOUNDATION,,30 MONUMENT SQ STE 220,CONCORD,MA,01742-1851,0000,03,3,1000,200308,1,04,000000000,1,01,202412,6,6,00,1,12,1788753,1780211,,T22,GUND G ZACHARY TTEE
010755334,MASSACHUSETTS QUARTER HORSE ASSOCIATION CORP,% SAMANTHA PALMER,PO BOX 456,WINCHENDON,MA,01475-0456,0000,07,3,1000,200702,2,00,000000000,1,01,202412,3,3,01,0,12,85453,67701,67701,K20,
010758438,NEW ENGLAND SOCIETY OF INTERVENTIONAL RADIOLOGY INC,% BRIGHAM & WOMENS HOSP DIV OF ANGI,111 WARREN AVE,BOSTON,MA,02116-6103,0000,06,3,2000,200903,2,00,000000000,1,01,202506,0,0,02,0,06,0,0,0,S41,
010760702,UNIVERSITY OF MASSACHUSETTS,% KELLI M WAINSCOTT,PO BOX 96,WILLIAMSBURG,MA,01096-0096,5929,03,9,5000,201307,1,15,000000000,5,01,202506,0,0,02,0,06,0,0,0,,HAMPSHIRE COUNTY 4-H CAVALRY HORSE
010765498,LITTLE LEAGUE BASEBALL INC,% PAUL ANZIANO,60 NATHANIEL WAY,BELCHERTOWN,MA,01007-9335,3158,03,9,1000,196701,1,15,321059000,1,01,202409,3,4,01,0,09,82300,102593,99214,,148007 BELCHERTOWN LL
010766737,NINOS DE VERACRUZ MEXICO,% STEPHANIE ATHEY,373 SOMERVILLE AVE APT C,SOMERVILLE,MA,02143-2947,0000,03,3,1200,200504,1,16,000000000,5,01,202212,0,0,02,0,12,0,0,0,B12,
010775562,AQUINNAH COMMUNITY ASSOCIATION INC,% HALE AND DORR LLP,PO BOX 494,AQUINNAH,MA,02535-0494,0000,03,3,1000,200402,1,15,000000000,1,01,202412,3,3,02,0,12,37396,40881,40881,P99,
010779185,HARVARD BLACK ALUMNI-ALUMNAE SOCIETY INC,% MARK PRICE - DIRECTOR,101 FEDERAL ST STE 1900,BOSTON,MA,02110-1861,0000,03,3,1200,201203,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,B84,
010779814,LEADERSHIP TRANSFORMATIONS INC,% RICHARD ANDERSON,12 BROOKSIDE AVE,LEXINGTON,MA,02421-7115,0000,03,3,2700,200307,1,15,000000000,1,01,202412,6,6,01,0,12,1352281,1262054,1262054,X99,
010779819,KIDS GEAR FOR BASEBALL INC,% DENISE RITCHIE,46 OVERLOOK DR,SOUTHBOROUGH,MA,01772-1218,0000,03,3,1000,201403,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,O11,
010780670,SWEDISH AMERICAN CHAMBER OF COMMERCE OF NEW ENGLAND INC,% COMMERCE OF,1 BROADWAY STE 14,CAMBRIDGE,MA,02142-1187,0000,06,3,1000,200309,2,00,000000000,1,01,202412,0,0,02,0,12,0,0,0,S41,
010782217,SHAWN M NASSANEY MEMORIAL FOUNDATION,% MARC L LAMSON,PO BOX 911,MILLVILLE,MA,01529-0911,0000,03,3,1200,201609,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,B82,
010782573,ADVISORS CHARITABLE GIFT FUND INC,% THOMAS FORESE JR,12 GILL ST STE 2600,WOBURN,MA,01801-1729,0000,03,3,1000,200312,1,16,000000000,1,01,202410,8,7,01,0,10,27413364,6317872,3537730,W120,
010785641,JACK WOLFE MEMORIAL SCHOLARSHIP,% CATHERINE J WOLFE,27 HAZEL ST,METHUEN,MA,01844-4221,0000,03,3,1200,201708,1,16,000000000,5,01,202412,0,0,02,0,12,0,0,0,B82,
010785854,WEST SPRINGFIELD VETERANS COUNCIL,% LAWRENCE DELGREGO,83 PARK AVE,W SPRINGFIELD,MA,01089-3303,0000,19,3,1000,201407,1,00,000000000,1,01,202412,0,0,02,0,12,0,0,0,W30,
010791361,MINISTERIO EVANGELICO RIOS DE AGUA VIVA,% DANIEL A TEO,84 STATE STREET,BOSTON,MA,02109-2202,0000,03,3,1000,200407,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
010801237,SAINT JOSEPHS ABBEY RESIDENT CARE FACILITY,% BR THOMAS LANGENFELD,167 N SPENCER RD,SPENCER,MA,01562-1232,0928,03,9,1700,194603,1,15,031150120,5,01,201312,5,5,13,0,12,758494,591859,591859,,
010801629,ALL SEASONS THEATRE COMPANY INCORPORATED,% PATRICK RIVIERE,27A CONWELL ST APT 5,PROVINCETOWN,MA,02657-1591,0000,03,3,2100,200409,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,,
010805808,SCREAM USA,% DAVID J WASSENAR,31 BENSON RD,NORTHBRIDGE,MA,01534-1148,0000,03,3,1000,201110,1,15,000000000,1,01,202412,1,4,01,0,12,324,100482,100482,P20,SCREAM
010810884,KNOX TRAIL SNO RIDERS INC,% JEFF GAMELLI,PO BOX 363,EAST OTIS,MA,01029-0363,0000,07,3,1000,201109,2,00,000000000,1,01,202504,0,0,02,0,04,0,0,0,N50,
010814383,SOMERVILLE OPEN STUDIOS INC,% MATTHEW CARRANO,58 DAY ST UNIT 442115,SOMERVILLE,MA,02144-4470,0000,03,3,1700,200606,1,16,000000000,1,01,202506,3,3,02,0,06,46455,47151,47151,A25,
010815503,PLYMOUTH BAY HOUSING CORPORATION,%,130 COURT ST,PLYMOUTH,MA,02360-8728,0000,03,3,1200,200606,1,15,000000000,1,01,202412,6,4,01,0,12,3631285,248798,248798,L202,
010817065,STRATEGIC MARKET INITIATIVE,,182 SUMMER ST UNIT 248,KINGSTON,MA,02364-1277,0000,06,3,2000,200509,2,00,000000000,1,01,202412,6,6,01,0,12,1930724,3384709,1992906,S41,
010817343,PFACTORY INC,% PASCHA MARLIN GRIFFITHS,7 FALMOUTH RD,ARLINGTON,MA,02474-2219,0000,03,3,2000,200409,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,O50,POSSIBILITIES FACTORY
010818509,BELMONT CHURCH OF GOD,% AMOS JEAN PHILIPPE,25 MARLBORO ST,BELMONT,MA,02478-3657,2358,03,9,7000,197210,1,10,001000000,5,01,,0,0,06,0,08,,,,,
010819714,GARDEN CLUB FEDERATION OF MASSACHUSETTS INC,% KAREN PELLEGRINI,PO BOX 85,WILLIAMSTOWN,MA,01267-0085,4277,03,9,2100,200402,1,16,000000000,1,01,202506,4,2,02,0,06,116490,13420,12387,C42,WILLIAMSTOWN GARDEN CLUB
010824277,BILLERICA CAT CARE COALITION,% SHARON L DUBOIS,PO BOX 141,N BILLERICA,MA,01862-0141,0000,03,3,2000,200508,1,15,000000000,1,01,202504,4,3,01,0,04,373233,50771,50771,D20,
010828083,E3 INITIATIVE FOUNDATION USA,% MATTHEW GLYNN,40 HARLOWS LNDG,PLYMOUTH,MA,02360-1300,0000,03,3,1000,200603,1,15,000000000,1,01,202412,1,1,02,0,12,5181,3269,3269,G81,
010839134,BOSTON SHARKS INC,% STEPHANIE DIXON,25 FAVRE ST,BOSTON,MA,02126-3216,0000,03,3,1000,200806,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,N62,BOSTON SHARKS
010841650,FRIENDS OF THE MILFORD UPPER CHARLES TRAIL,% TOWN OF MILFORD PARKS & REC DEPT,52 MAIN STREET,MILFORD,MA,01757-2611,0000,03,3,1000,200606,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,C30,
010842491,OLD ROCHESTER COMMUNITY TELEVISION INC,% REGINALD C FOSTER,135 MARION RD,MATTAPOISETT,MA,02739-1621,0000,03,3,2000,200601,1,15,000000000,1,01,202412,5,4,01,0,12,712992,377761,377761,A32,
010845380,HEALING HEART HOSPITALITY HOUSE,% C/O CAROL LEWIS,188 LEICESTER ST,AUBURN,MA,01501-1406,0000,03,3,1000,200709,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,E86,
010845963,PEMBROKE TITANS FOOTBALL & CHEERLEADING INC,% MARC GALLAGHER,PO BOX 1097,PEMBROKE,MA,02359-1097,0000,03,3,1000,200703,1,16,000000000,1,01,202412,3,4,01,0,12,70990,167288,146281,O50,
010850218,THE JOAN SHAFRAN AND RON HAIMES FOUNDATION INC,% JOAN SHAFRAN,211 TREMONT ST APT 5,SOMERVILLE,MA,02143-4162,0000,03,3,1000,200605,1,04,000000000,1,01,202412,6,4,00,1,12,4067185,441876,,T22,
010851252,PROSPECT HILL ACADEMY CHARTER SCHOOL FOUNDATION INC,% SUSAN ISTOCK,50 ESSEX ST,CAMBRIDGE,MA,02139-2602,0000,03,3,1000,200707,1,15,000000000,1,01,202406,6,6,01,0,06,2692060,2347016,741172,B112,PROSPECT HILL ACADEMY FOUNDATION
010857047,NAMI CAPE ANN,% PATRICIA HADLEY,43 GLOUCESTER AVE STE 2B,GLOUCESTER,MA,01930-2280,0000,03,3,1200,200701,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,F80,
010864115,LITTLE LEAGUE BASEBALL INC,% STEVE AVITABILE,PO BOX 2118,ABINGTON,MA,02351-0618,3158,03,9,1000,196701,1,15,000000000,1,01,202509,0,0,02,0,09,0,0,0,,2210801 ABINGTON LL
010866019,IPSWICH MUSIC ART & DRAMA ASSOCIATION INC,% KRISTINA BRENDEL,PO BOX 449,IPSWICH,MA,01938-0449,0000,03,3,2000,200704,1,16,000000000,1,01,202408,3,3,01,0,08,44867,61648,49037,A99,IMADA
010870422,MPEG ACCESS INC,% MICHAEL LYNCH,PO BOX 362,MILTON,MA,02186-0003,0000,03,3,1000,200706,1,15,000000000,1,01,202412,4,4,01,0,12,454588,494716,494716,A320,
010874157,ATHENA EDUCATIONAL RESOURCES,% NICK KACHULIS,16 HAROLD ST,FLORENCE,MA,01062-1030,0000,03,3,1000,200708,1,15,000000000,1,01,202212,0,0,02,0,12,0,0,0,B90,
010882153,GAMWELL DEVELOPMENT CORPORATION,,395 SOUTH ST,PITTSFIELD,MA,01201-6803,0000,03,3,1200,200704,1,15,000000000,1,01,202506,5,3,01,0,06,862771,57764,57764,L20,
010882163,AYER ELDERLY HOUSING PARTNERSHIP INC,,62 PLEASANT STREET,AYER,MA,01432-1185,0000,03,3,1000,200704,1,15,000000000,1,01,202406,6,4,01,0,06,4155305,344233,344233,L22,
010882170,TOP HOUSE INC,,1 SOUTHSIDE RD,DANVERS,MA,01923-1408,0000,03,3,1000,200707,1,15,000000000,1,01,202406,5,3,02,0,06,883754,37612,37612,L21,
010886953,CAPE COMMUNITY ORCHESTRA,,PO BOX 253,HARWICH,MA,02645-0253,0000,03,3,2300,201603,1,15,000000000,1,01,202506,2,2,02,0,06,21116,18463,18463,A69,
010887454,FRIENDS OF THE ATHOL COUNCIL ON AGING,% JOSEPH F MAGA,PO BOX 183,ATHOL,MA,01331-0183,0000,03,3,1000,200711,1,15,000000000,1,01,202412,3,1,02,0,12,30847,5319,4927,L12,
010889060,ANGEL FLIGHT OF NEW ENGLAND INC,,492 SUTTON ST,NORTH ANDOVER,MA,01845-1505,5523,03,9,1000,200812,1,15,000000000,5,01,202412,0,0,02,0,12,0,0,0,,ANGEL FLIGHT VERMONT
010894322,BELCHER TOWN LACROSSE ASSOCIATION,% ANDREW FRENCH,24 OAKRIDGE DR,BELCHERTOWN,MA,01007-9495,0000,03,3,1000,201503,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,N60,
010897294,HEATH FIREFIGHTERS ASSOCIATION INC,,PO BOX 107,HEATH,MA,01346-0107,0000,03,3,1000,202112,1,16,000000000,1,01,202412,3,2,02,0,12,28049,11296,9970,M11,
010897451,DEPARTMENT OF MASSACHUSETTS VFW AUXILIARY,% CAROLYN MACLEAY,193 DEAN ST,NORWOOD,MA,02062-4542,5552,19,9,1000,200906,2,00,000000000,5,01,202506,0,0,02,0,06,0,0,0,W30,2452 NORWOOD VFW AUXILIARY
010900840,THE HONG KONG ASSOCIATION OF MASSACHUSETTS INC,% RUSSELL CHIN ESQ,31 FAIRWAY CIR,NATICK,MA,01760-2562,0000,06,3,2000,200806,2,00,000000000,1,01,202412,3,1,02,0,12,58353,1728,1728,Q30,
010904735,HYDE PARK ART ASSOCIATION INC,% BRIDGET SIMMONS MURPHY,26 CENTRAL AVE,HYDE PARK,MA,02136-2946,0000,03,3,2000,200905,1,15,000000000,1,01,202412,3,3,01,0,12,78809,99621,99621,A40,
010908761,OPEN EDUCATION GLOBAL INCORPORATED,,60 THOREAU STREET SUITE 238,CONCORD,MA,01742-2456,0000,03,3,2000,200902,1,15,000000000,1,01,202406,6,6,01,0,06,1758222,1442399,1442399,B60,
010910861,FRIENDS OF THE HOLYOKE COUNCIL ON AGING INC,% PAUL ST GEORGES,291 PINE ST,HOLYOKE,MA,01040-3932,0000,03,3,1000,200903,1,15,000000000,1,01,202412,5,4,01,0,12,510168,148558,42620,P19,
010921556,ENRICHED ADULT DAY CARE INC,% MEREE THEMISTOCLE,1056 COURT ST,BROCKTON,MA,02302-2635,0000,03,3,1000,201503,1,15,000000000,1,01,202412,5,6,01,0,12,608267,1015643,1015643,P70,
010924289,GARDEN CLUB FEDERATION OF MASSACHUSETTS INC,% MARYELLEN SHERMAN,12 LAUREL DR,HUDSON,MA,01749-1329,4277,03,9,2000,200402,1,16,000000000,1,01,202506,0,0,02,0,06,0,0,0,,HUDSON GARDEN CLUB
010925307,JUSTICE HOUSE OF PRAYER BOSTON INC,,19 NEWTON AVE,HAVERHILL,MA,01830-2233,5528,03,9,7000,200901,1,10,000000000,1,01,,0,0,06,0,12,,,,,
010930274,BOSTON JOYFUL CHURCH,% SWETENBORG CHAPEL,50 QUINCY ST,CAMBRIDGE,MA,02138-3013,0000,03,3,7000,201004,1,10,000000000,5,01,,0,0,06,0,12,,,,X21,
010934878,DISABLED AMERICAN VETERANS AUXILIARY INC,% JANET PRATT,25 ROGERS ST,QUINCY,MA,02169-1524,2473,04,9,1000,197310,0,00,908921000,5,01,202506,0,0,02,0,06,0,0,0,,29 BRAINTREE
010935248,DUXBURY INTERFAITH COUNCIL,% HAROLD B KATZ,PO BOX 1161,DUXBURY,MA,02331-1161,0000,03,3,1000,201010,1,16,000000000,1,01,202412,4,3,01,0,12,127617,79758,79758,P60,
010935340,EMPOWERMENT CHRISTIAN CHURCH INC,,PO BOX 240698,DORCHESTER,MA,02124-0012,0000,03,3,7000,201201,1,10,000000000,1,01,,0,0,06,0,12,,,,,
010937348,SPIRITUAL ASSEMBLY OF THE BAHAIS OF HADLEY TOWN,% MS JOANNE MARION GODING,11 HIGH MEADOW RD,HADLEY,MA,01035-9764,9508,03,9,7000,199505,1,10,001000000,1,01,,0,0,06,0,12,,,,,8716 HADLEY TOWN
010940317,LEERINK FAMILY FOUNDATION INC,% JEFFREY A LEERINK,1 FEDERAL ST FL 37,BOSTON,MA,02110-2028,0000,03,3,1000,201110,1,04,000000000,1,01,202412,5,3,00,1,12,691411,38878,,T22,
010941876,SPRINGFIELD HOCKEY HERITAGE SOCIETY,% STEVEN BORDEAUX,90 FRONT STREET,WEST SPRINGFIELD,MA,01089-0000,0000,03,3,1000,201805,1,16,000000000,1,01,202412,3,3,02,0,12,39899,25189,8196,N65,
010946023,ZEBRAFISH HUSBANDRY ASSOCIATION INC,% REBECCA LARSON,1 BLACKFAN CIR,BOSTON,MA,02115-5713,0000,06,3,2000,201106,2,00,000000000,1,01,202412,0,0,02,0,12,0,0,0,S41,
010959325,GALAXY FOUNDATION INC,% EVELINE YOUTE,1091 WATER ST,FITCHBURG,MA,01420-7237,0000,03,3,1258,202307,1,15,000000000,1,01,,0,0,02,0,03,,,,E92,
010959428,GROW FOOD NORTHAMPTON INC,,221 PINE ST STE 349,FLORENCE,MA,01062-1289,0000,03,3,2000,201010,1,15,000000000,1,01,202412,6,6,01,0,12,2068288,1757606,1757606,K25,
010961805,BOSTON WOMENS RUGBY FC CORPORATION,% MARIA CARO RUIZ,12 STONEHOLM STREET,BOSTON,MA,02115-2955,0000,03,3,1000,201008,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,N65,
010965980,WORCESTER SQUARE AREA NEIGHBORHOOD ASSOCIATION,% GEORGE STERGIOS,690 MASSACHUSETTS AVE APT 1,BOSTON,MA,02118-4027,0000,03,3,1000,201805,1,16,000000000,5,01,202412,0,0,02,0,12,0,0,0,S22,WSANA
010967242,LATVIAN DIASPORA MUSEUM FUND INC,% M VOLDINS,CO SARMA LIEPINS 27 HIGHLAND RD,BOXFORD,MA,01921-0000,0000,03,3,1000,201410,1,16,000000000,1,01,202412,4,3,02,0,12,136707,42957,42957,A50,
010972861,HARVARD WOMANS PHILANTHROPIC CLUB INC,% DIANA LYNCH,15 STILL RIVER RD,HARVARD,MA,01451-1330,0000,03,3,1000,201101,1,16,000000000,1,01,202506,0,0,02,0,06,0,0,0,P12,HARVARD WOMENS CLUB
010974821,NEW LIFE CHRISTIAN CENTER,% ELIOTT PENN,47 SPRUCE ST,CHELSEA,MA,02150-2345,0000,03,3,7000,201205,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
012930736,ALTERNATIVES A CRISIS PREGNANCY CENTER,,PO BOX 344,GREENFIELD,MA,01302-0344,0000,03,3,2000,198706,1,15,029994000,1,01,202412,0,0,02,0,12,0,0,0,E400,
013193706,PALMER BUSINESS PARTNERSHIP INC,% CHRISTINE SMITH,PO BOX 22,PALMER,MA,01069-0022,0000,03,3,1000,202209,1,15,000000000,1,01,,0,0,01,0,06,,,,S20,
013253364,SPONTANEOUS CELEBRATIONS INC,% FEMKE ROSENBAUM,45 DANFORTH ST,JAMAICA PLAIN,MA,02130-1847,0000,03,3,1000,199601,1,15,994404000,1,01,202412,6,4,01,0,12,1159832,195572,195572,S21,
016008591,RUTH A ELMORE TRUST,% CHRISTIAN SCIENCE TTEES,210 MASSACHUSETTS AVE P02-02,BOSTON,MA,02115-3195,0000,03,3,1000,199707,0,17,000000000,2,01,202412,8,6,01,0,12,11560021,2061548,654319,T22,
016009168,KING SPRUCE COMPANY,% EDWARD H KEITH,155 FEDERAL ST STE 1602,BOSTON,MA,02110-1556,0000,03,3,1000,195608,1,04,602000000,1,01,202405,6,4,00,1,05,1509854,215081,,,
016014081,UNITE HERE,% WARREN PEPICELLI,33 HARRISON AVE,BOSTON,MA,02111-2008,8177,05,9,3000,194010,2,00,263000000,5,01,202412,0,0,02,0,12,0,0,0,,406T LOCAL
016016054,THE COLLEGE KEY,% CAROL A SPENCER,207 WALTHAM ST,WEST NEWTON,MA,02465-1355,0000,03,3,1000,201512,1,16,034000000,1,01,202412,0,0,02,0,12,0,0,0,B84,
016016407,FRYEBURG NEW CHURCH ASSEMBLY,% ROBERT PERRY TREASURER,61 CLARK LN,WALTHAM,MA,02451-1884,0000,03,3,7000,200206,1,10,029325000,1,01,,6,3,06,0,10,,,,X20,
016018556,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,% MARK EUSTIS,8 BEACON STREET,BOSTON,MA,02108-3722,1381,05,9,3000,195708,2,00,263059264,5,01,202412,0,0,02,0,12,0,0,0,,L1458ME LEWISTON CITY EMP
016018986,INTERNATIONAL RIGHT OF WAY ASSOCIATION,% MICHAEL MCPARLAND RW RAC,32 EMERSON PL,NEEDHAM,MA,02492-2849,1438,06,9,2000,195812,2,00,059000000,5,01,,0,0,02,0,06,,,,,16
016021199,BOSTON NATIONAL RAILWAY HISTORICAL SOCIETY INC,% WAYNE GEBHARDT,6 WENDELL ST,LAWRENCE,MA,01841-3422,0000,03,3,2000,196601,1,16,059000000,1,01,202512,0,0,02,0,12,0,0,0,,
016021738,TOWNSEND YACHT CLUB INC,% TERRY GOODALE,6 KOSCIUSKO ST,PEABODY,MA,01960-4227,0000,07,3,1000,196606,2,00,318319317,1,01,202510,0,0,02,0,10,0,0,0,,
016027644,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,% GREGORY MITCHELL,8 BEACON STREET,BOSTON,MA,02108-3722,1381,05,9,3000,196709,2,00,263059264,5,01,202412,0,0,02,0,12,0,0,0,,L0926ME BANGOR CITY EMP
016027645,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,% LAURA L FISHER,8 BEACON STREET,BOSTON,MA,02108-3722,1381,05,9,3000,195708,2,00,263059264,5,01,202412,0,0,02,0,12,0,0,0,,L1814ME MENTAL HEALTH EMPS AUGUST
016027649,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,% JEFF CHUTE,8 BEACON STREET,BOSTON,MA,02108-3722,1381,05,9,3000,196709,2,00,263059264,5,01,202412,0,0,02,0,12,0,0,0,,L1828ME LAW ENFORCEMENT EMP
016046617,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,% ANDREA SMITH,8 BEACON STREET,BOSTON,MA,02108-3722,1381,05,9,3000,197205,2,00,263059264,5,01,202412,0,0,02,0,12,0,0,0,,L2177ME NORTHERN ME BD OF ED EMP
016185096,DUNSTABLE CIVIC TR,% DAVID E TULLY,C/O DAVID TULLY 1070 MAIN STREET,DUNSTABLE,MA,01827-0000,0000,03,3,1000,200204,1,15,000000000,2,01,202507,0,0,02,0,07,0,0,0,C34,TULLY DAVID E TTEE
016207698,CASABELLA FAM TR,% JAMES F COURTNEY,248 PINEHURST DR,E LONGMEADOW,MA,01028-3063,0000,03,3,2000,200405,1,04,000000000,2,01,202505,4,3,00,1,05,327409,64486,,B84,PIANE BARBARA M TTEE
016220476,ANNE AND PAUL MARCUS FAMILY FOUNDATION,% PAUL R MARCUS,201 WASHINGTON ST STE 2100,BOSTON,MA,02108-4414,0000,03,3,1000,200211,1,04,000000000,2,01,202412,6,6,00,1,12,2321769,2037572,,T20,
016257613,ADA M WOLF DECLARATION OF TR,% PLIMOTH TR CO LLC TTEE,38 RESNIK RD STE 202,PLYMOUTH,MA,02360-7214,0000,92,0,1000,000000,0,00,000000000,0,12,202412,6,4,00,1,12,1251559,370409,,,
016275092,CAPT KYLE R VAN DE GIESEN MEMORIAL AWARD FUND,% KAREN A THORN,C/O 814 OLD POST ROAD,NORTH ATTLEBORO,MA,02760-0000,0000,03,3,1000,201407,1,15,000000000,1,01,202212,3,1,02,0,12,49356,2178,2178,Z99,
020241080,FRIENDS OF YOUNG JUDAEA INC,,PO BOX 57450,BABSON PARK,MA,02457-0450,0000,03,3,1000,194912,1,16,325000000,1,01,202409,7,6,01,0,09,5790108,3644111,3628890,N20Z,
020260334,MASS GENERAL BRIGHAM INCORPORATED,% TAX DEPARTMENT,399 REVOLUTION DR STE 695,SOMERVILLE,MA,02145-1576,5803,03,9,1000,201011,1,15,150000000,1,01,201312,9,9,01,0,09,,,,E21,WENTWORTH-DOUGLASS HOSPITAL
